**************************** NEPA plus v2 500 slices graphe complet l=3  N=5
- lambda 0.02
500,1.107313999010347,285.701162158
500,1.0997748750885972,284.448651216
500,1.1069506717682973,283.653048741
500,1.1046974130928786,285.499892497
500,1.1056497407764965,283.311070614
500,1.104991463850357,284.16035225
500,1.100518590811761,286.018406811
500,1.1060152645564882,284.888408538
500,1.1016232168092661,283.936739911
500,1.098704824403112,282.884394301
- lambda 0.03
485,1.1041118173642406,248.807345572
489,1.1049906383970638,249.258310146
486,1.1075972092564998,249.203362983
488,1.1007099770978848,248.592588247
488,1.108509080868247,248.793408632
488,1.1100583382961913,249.036764275
485,1.1031793355167931,247.346959733
486,1.1055086422133125,247.833643334
486,1.1050646894604448,246.739591409
486,1.1095159900197529,247.649524627
- lambda 0.04
450,1.1068452557319697,210.468075173
450,1.103319632300917,211.745500046
449,1.107460763134653,211.657874672
443,1.1034394159346383,210.512753688
446,1.1021712999338065,211.456500757
446,1.1090074896049738,212.302603257
448,1.1056289219854927,212.123025792
441,1.1058057882344288,207.621295992
445,1.0997495544004388,210.778196523
450,1.10565016434518,212.254435248
- lambda 0.045
422,1.1066910067885765,195.698314632
426,1.1040573308594324,198.06345802
425,1.1099035597047777,199.853996729
422,1.0973194614878705,198.051533438
427,1.1007876100773752,197.878328416
427,1.1062601110380201,198.384188311
424,1.1029619927279481,199.458159038
428,1.1151079147958056,197.278586255
424,1.1034667524091606,197.684871206
427,1.1139484427442012,196.420096281
- lambda 0.05
404,1.1036394732422423,185.742655713
406,1.1016063944570047,187.223560697
406,1.1046119021235303,184.259587204
407,1.1029408112682382,186.968048122
398,1.108766550655892,182.047793058
393,1.107753020777886,182.203638403
396,1.1096542872491486,182.711904354
404,1.112890353295443,186.629404386
403,1.100160656155014,187.879714567
401,1.1013685463277274,185.814419644
- lambda 0.055
373,1.106907900448623,171.764858041
374,1.1043934520995828,172.970192451
376,1.1092118716281738,175.211796302
374,1.1054963557809432,172.244980655
376,1.102527325403816,172.584814895
376,1.1025380124493214,174.939715337
369,1.1069468813447,169.485661733
377,1.1025965365500325,175.646515357
375,1.101376044305822,175.686141145
377,1.1095004373699884,174.444127618
- lambda 0.06
345,1.101126430214347,161.191047534
353,1.1015490691157173,164.393569117
352,1.1060952833168276,163.658446849
348,1.1087085963786711,161.686863987
356,1.1089430407324037,164.429217253
350,1.1172321812633184,162.505326854
335,1.1043707442713306,156.93590759
353,1.1144627593373089,162.340287513
354,1.0956390845495945,164.91398701
352,1.1042472601904336,163.569969989
- lambda 0.065
323,1.0965386745742949,153.760300215
319,1.0998348277931296,154.480172066
317,1.0980043147347118,150.988046036
325,1.0955813783466706,154.626452514
321,1.1057299095965158,153.095854362
318,1.1049112889917136,150.520771949
328,1.1057830101507848,153.806487237
317,1.1111781824895706,151.107492779
321,1.1027825046286028,153.331012038
316,1.1096106508716252,152.812417522
- lambda 0.07
323,1.104347954114871,150.935997857
305,1.1153297674148748,145.153302441
322,1.11208585285275,149.710450179
313,1.1049580431738473,147.057566098
312,1.104505246327193,147.580945596
314,1.1042859805179568,147.346122222
313,1.1037816246614454,148.220033
318,1.1046594612534755,149.363543512
