**************************** DL-ViNE 500 slices graphe complet l=3  N=5
- lambda 0.02
500,1.2455559000214338,229.52914765
500,1.2532804291133726,227.826820849
500,1.2567129629144806,227.767729466
500,1.2524043876492288,228.281231649
500,1.2508092730315408,226.514476914
500,1.2423108323501526,227.642939886
500,1.2477745287162534,226.952143747
500,1.2459870207808035,229.188835168
500,1.2482599029907184,227.897238752
500,1.2598917815651443,225.946690009
- lambda 0.03
486,1.2480197571325893,192.248747403
487,1.2528521405229094,193.199729543
489,1.250327292648393,192.326570564
487,1.2497702846452088,194.545613748
488,1.243932977506,192.40369878
487,1.24791303772845,191.056492693
485,1.2480803618106835,191.310903752
487,1.2510731674215374,190.579418221
486,1.24753925331226,191.124867149
489,1.2421645304500257,192.103198718
- lambda 0.04
446,1.250509579073996,157.976050264
444,1.2412221250355415,160.543046454
447,1.255768190950496,160.108816035
447,1.2604104945023258,160.295164303
444,1.2528630178266174,159.33118553
446,1.2521323737880767,157.029928002
443,1.2519075040726215,158.859554977
447,1.2512501211975404,161.546610451
446,1.258412609159913,159.486653466
447,1.2619513346807008,156.821336266
- lambda 0.045
424,1.2549698573909893,147.891410675
429,1.2489245322675953,150.893973754
431,1.242038969701218,149.751134713
421,1.2525054865045606,149.023810363
426,1.2516258123467816,148.898669925
422,1.2356351230795324,149.494037268
424,1.2619900160695035,148.989513062
427,1.2482682924809188,150.887675941
425,1.2507564086133949,148.448712422
422,1.2535026205753514,146.264153063
- lambda 0.05
408,1.255857652141994,138.617592665
400,1.2575331227839,137.088888073
402,1.258891038399408,139.41929077
404,1.2461544020586088,140.669820144
406,1.2539233769101152,139.443100154
404,1.2613488361845437,140.098244924
412,1.2555906035677393,143.543963287
402,1.2575330306749792,140.738609353
405,1.253143498358626,140.748906764
399,1.2514633268996778,137.989159998
- lambda 0.055
381,1.2593487848911749,130.757560766
376,1.249897465307604,129.266656806
372,1.2481410869600453,128.903612542
366,1.2489369199848808,127.150822091
381,1.2518102257457977,131.738458689
370,1.2489822247407816,128.958841411
376,1.2650901669465389,128.800085533
371,1.2598489293853334,129.255114082
373,1.2486324083221942,130.412744829
376,1.243998002716158,129.956996441
- lambda 0.06
350,1.262447108828088,122.662781559
350,1.2526195367185229,123.17321508
351,1.2597978872609208,121.470450628
347,1.2470948552101457,125.891015926
350,1.2555213876168798,122.119742974
354,1.2633199925301533,124.13514632
351,1.2549816370796745,121.674683865
354,1.250077934716733,125.798952854
340,1.2528322300061816,121.134412634
342,1.2462044492067168,121.00573703
- lambda 0.065
320,1.260702581845799,115.738350782
315,1.2449170209071403,115.106776183
312,1.2594871817248323,112.026719176
326,1.2382323458286588,116.661331452
313,1.2499211958877532,114.584931328
314,1.2492573235174058,116.515091469
309,1.2510855810066748,111.929194553
329,1.2624964528449967,114.859103961
323,1.258650492968293,113.332128059
332,1.2543878346079236,117.788114018
- lambda 0.07
321,1.2378024977172783,112.516144703
317,1.252617906130749,111.233704864
317,1.2665995531725922,111.378612812
308,1.2589858718734752,111.348734043
317,1.2658416633424705,112.100680783
313,1.2640379882800628,108.664439442
317,1.2517330837673342,112.16586962
311,1.2486865753250849,110.526325487
320,1.2598484801810808,114.726212533
